record_id,source_graph,source_file,source_sequence,bibtex_type,bibtex_key,title,normalized_title,first_author,all_authors,year,venue,doi,arxiv_id,semantic_scholar_id,metadata_url,primary_paper_url,publication_status,visual_SOT_relevance,relevance_basis,has_official_code,official_code_url,candidate_solution_families,family_evidence_terms,abstract,volume,pages,pmid
FARTrack:11:388169392a75d2d5581712c892a63f3877d3e91d,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,11,article,388169392a75d2d5581712c892a63f3877d3e91d,Correlation-Embedded Transformer Tracking: A Single-Branch Framework,correlation embedded transformer tracking a single branch framework,Fei Xie,Fei Xie and Wankou Yang and Chunyu Wang and Lei Chu and Yue Cao and Chao Ma and Wenjun Zeng,2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2024.3448254,2401.12743,388169392a75d2d5581712c892a63f3877d3e91d,https://www.semanticscholar.org/paper/388169392a75d2d5581712c892a63f3877d3e91d,https://doi.org/10.1109/tpami.2024.3448254,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Block / layer reduction; Asymmetric template-search architecture; Relation / cross-attention modeling; Target-aware representation; Robustness / distractor handling,"Block / layer reduction: shallow | Asymmetric template-search architecture: siamese | Relation / cross-attention modeling: relation model | Target-aware representation: target-aware | Robustness / distractor handling: distractor, robust","Developing robust and discriminative appearance models has been a long-standing research challenge in visual object tracking. In the prevalent Siamese-based paradigm, the features extracted by the Siamese-like networks are often insufficient to model the tracked targets and distractor objects, thereby hindering them from being robust and discriminative simultaneously. While most Siamese trackers focus on designing robust correlation operations, we propose a novel single-branch tracking framework inspired by the transformer. Unlike the Siamese-like feature extraction, our tracker deeply embeds cross-image feature correlation in multiple layers of the feature network. By extensively matching the features of the two images through multiple layers, it can suppress non-target features, resulting in target-aware feature extraction. The output features can be directly used to predict target locations without additional correlation steps. Thus, we reformulate the two-branch Siamese tracking as a conceptually simple, fully transformer-based Single-Branch Tracking pipeline, dubbed SBT. After conducting an in-depth analysis of the SBT baseline, we summarize many effective design principles and propose an improved tracker dubbed SuperSBT. SuperSBT adopts a hierarchical architecture with a local modeling layer to enhance shallow-level features. A unified relation modeling is proposed to remove complex handcrafted layer pattern designs. SuperSBT is further improved by masked image modeling pre-training, integrating temporal modeling, and equipping with dedicated prediction heads. Thus, SuperSBT outperforms the SBT baseline by 4.7%,3.0%, and 4.5% AUC scores in LaSOT, TrackingNet, and GOT-10K. Notably, SuperSBT greatly raises the speed of SBT from 37 FPS to 81 FPS. Extensive experiments show that our method achieves superior results on eight VOT benchmarks.",46,10681-10696,39172609
FARTrack:12:a52391650c1359bc3b605d5821c35feced1f6ca7,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,12,article,a52391650c1359bc3b605d5821c35feced1f6ca7,Adaptive Target-Oriented Tracking,adaptive target oriented tracking,Sixian Chan,Sixian Chan and Xianpeng Zeng and Zhoujian Wu and Yu Wang and Xiaolong Zhou and Tinglong Tang and Jie Hu,2025,ACM Transactions on Intelligent Systems and Technology,10.1145/3732785,UNKNOWN,a52391650c1359bc3b605d5821c35feced1f6ca7,https://www.semanticscholar.org/paper/a52391650c1359bc3b605d5821c35feced1f6ca7,https://doi.org/10.1145/3732785,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,tracking plus visual-SOT component/benchmark term in metadata,UNKNOWN,UNKNOWN,Relation / cross-attention modeling,Relation / cross-attention modeling: relation model,"The current one-stream tracking pipelines are early relation modeling in feature extraction. However, insufficient discrimination may result in ambiguous relation modeling during early feature extraction. Moreover, the non-target information occupies most of the search image, rendering most relation modeling futile. To tackle the above issues, we propose tracking via learning adaptive target-oriented representation, named ATOTrack. We design an Untied positional encoding to mark the template token and the search region token separately, which reduces the confused relationship between the template and the search region. Besides, we introduce an Auto-Mask Learner to decouple the target and non-target information in the search region. Interestingly, the Auto-Mask Learner can self-learn and mask the ineffective information to interpret adaptive target-oriented representation. Extensive experiments demonstrate that ATOTrack is superior to existing methods, which achieves the state-of-the-art performance on six tracking benchmarks. In particular, ATOTrack establishes a new record on AViST with 57% AO. The code and models will be released as soon.",16,1 - 15,UNKNOWN
FARTrack:13:501e724ef2b3dbeda50bca624a6f5b48996e9290,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,13,article,501e724ef2b3dbeda50bca624a6f5b48996e9290,DeTrack: In-model Latent Denoising Learning for Visual Object Tracking,detrack in model latent denoising learning for visual object tracking,Xinyu Zhou,Xinyu Zhou and Jinglun Li and Lingyi Hong and Kaixun Jiang and Pinxue Guo and Weifeng Ge and Wenqiang Zhang,2025,ArXiv,10.48550/arxiv.2501.02467,2501.02467,501e724ef2b3dbeda50bca624a6f5b48996e9290,https://www.semanticscholar.org/paper/501e724ef2b3dbeda50bca624a6f5b48996e9290,https://doi.org/10.48550/arxiv.2501.02467,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Autoregressive / sequence modeling; Motion modeling; Robustness / distractor handling,Autoregressive / sequence modeling: autoregress | Motion modeling: trajectory | Robustness / distractor handling: robust,"Previous visual object tracking methods employ image-feature regression models or coordinate autoregression models for bounding box prediction. Image-feature regression methods heavily depend on matching results and do not utilize positional prior, while the autoregressive approach can only be trained using bounding boxes available in the training set, potentially resulting in suboptimal performance during testing with unseen data. Inspired by the diffusion model, denoising learning enhances the model's robustness to unseen data. Therefore, We introduce noise to bounding boxes, generating noisy boxes for training, thus enhancing model robustness on testing data. We propose a new paradigm to formulate the visual object tracking problem as a denoising learning process. However, tracking algorithms are usually asked to run in real-time, directly applying the diffusion model to object tracking would severely impair tracking speed. Therefore, we decompose the denoising learning process into every denoising block within a model, not by running the model multiple times, and thus we summarize the proposed paradigm as an in-model latent denoising learning process. Specifically, we propose a denoising Vision Transformer (ViT), which is composed of multiple denoising blocks. In the denoising block, template and search embeddings are projected into every denoising block as conditions. A denoising block is responsible for removing the noise in a predicted bounding box, and multiple stacked denoising blocks cooperate to accomplish the whole denoising process. Subsequently, we utilize image features and trajectory information to refine the denoised bounding box. Besides, we also utilize trajectory memory and visual memory to improve tracking stability. Experimental results validate the effectiveness of our approach, achieving competitive performance on several challenging datasets.",abs/2501.02467,UNKNOWN,UNKNOWN
FARTrack:14:76b1b82931153f3a49b8bd44f0a7fd248ffe0330,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,14,article,76b1b82931153f3a49b8bd44f0a7fd248ffe0330,MixFormerV2: Efficient Fully Transformer Tracking,mixformerv2 efficient fully transformer tracking,Yutao Cui,Yutao Cui and Tian-Shu Song and Gangshan Wu and Liming Wang,2023,ArXiv,10.48550/arxiv.2305.15896,2305.15896,76b1b82931153f3a49b8bd44f0a7fd248ffe0330,https://www.semanticscholar.org/paper/76b1b82931153f3a49b8bd44f0a7fd248ffe0330,https://doi.org/10.48550/arxiv.2305.15896,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Model compression / distillation; Token / feature / spatial sparsification; Pruning; Block / layer reduction,Model compression / distillation: distill | Token / feature / spatial sparsification: spars | Pruning: prun | Block / layer reduction: shallow,"Transformer-based trackers have achieved strong accuracy on the standard benchmarks. However, their efficiency remains an obstacle to practical deployment on both GPU and CPU platforms. In this paper, to overcome this issue, we propose a fully transformer tracking framework, coined as \emphMixFormerV2, without any dense convolutional operation and complex score prediction module. Our key design is to introduce four special prediction tokens and concatenate them with the tokens from target template and search areas. Then, we apply the unified transformer backbone on these mixed token sequence. These prediction tokens are able to capture the complex correlation between target template and search area via mixed attentions. Based on them, we can easily predict the tracking box and estimate its confidence score through simple MLP heads. To further improve the efficiency of MixFormerV2, we present a new distillation-based model reduction paradigm, including dense-to-sparse distillation and deep-to-shallow distillation. The former one aims to transfer knowledge from the dense-head based MixViT to our fully transformer tracker, while the latter one is used to prune some layers of the backbone. We instantiate two types of MixForemrV2, where the MixFormerV2-B achieves an AUC of 70.6% on LaSOT and an AUC of 57.4% on TNL2k with a high GPU speed of 165 FPS, and the MixFormerV2-S surpasses FEAR-L by 2.7% AUC on LaSOT with a real-time CPU speed.",abs/2305.15896,UNKNOWN,UNKNOWN
FARTrack:15:d49294451836462a0786d2e2cc9e466a956b152e,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,15,article,d49294451836462a0786d2e2cc9e466a956b152e,WmLSTM: A Plug-and-Play Window-Level mLSTM-Based Temporal Encoder for Robust Visual Tracking,wmlstm a plug and play window level mlstm based temporal encoder for robust visual tracking,Yao Chen,Yao Chen and Guancheng Jia and Ding Ma and Yufei Zha and Peng Zhang,2026,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2026.3662479,UNKNOWN,d49294451836462a0786d2e2cc9e466a956b152e,https://www.semanticscholar.org/paper/d49294451836462a0786d2e2cc9e466a956b152e,https://doi.org/10.1109/tcsvt.2026.3662479,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/Xiaochen918/WmLSTM,Temporal context / video-level memory; Robustness / distractor handling,"Temporal context / video-level memory: temporal context | Robustness / distractor handling: background, robust","Temporal context modeling constitutes a fundamental issue for robust visual tracking. However, existing approaches are plagued by a critical granularity trade-off: frame-level template update mechanisms inevitably introduce background redundancy due to global frame information aggregation, while token-level propagation mechanisms undermine inherent local spatial correlations via independent feature transmission. To resolve this challenge, we propose WmLSTM, a plug-and-play Window-level mLSTM-based temporal encoder that reconfigures the temporal modeling paradigm for visual tracking. First, window-centric modeling retains intra-window spatial correlations while adaptively suppressing background clutter. Second, we pioneer the application of mLSTM in visual tracking, exploiting its explicit memory architecture that outperforms implicit sequence modeling alternatives (<italic>e.g.</italic>, Mamba). Third, our plug-and-play design enables seamless integration with state-of-the-art trackers with minor computational overhead. Extensive experiments on seven benchmark datasets validate that WmLSTMTrack achieves an excellent balance among accuracy, speed, and parameter efficiency, attaining state-of-the-art accuracy on five benchmarks, superior real-time speed (GPU: <inline-formula> <tex-math notation=""LaTeX"">$201~fps$ </tex-math></inline-formula>, CPU: <inline-formula> <tex-math notation=""LaTeX"">$47~fps$ </tex-math></inline-formula>), and compact model size (8.22 M parameters). Moreover, the WMLSTM module consistently enhances the performance of diverse trackers, <italic>e.g.</italic>, real-time FERMT-256: + 2.3 points SR75 on GOT-10k, non-real-time EVPTrack-224: + 1.8 points P on LaSOT<inline-formula> <tex-math notation=""LaTeX"">$_ext$ </tex-math></inline-formula>, with merely 30 training epochs. The source code is available at <uri>https://github.com/Xiaochen918/WmLSTM</uri>.",36,9072-9086,UNKNOWN
FARTrack:16:7b55c22d062bd52e1cce5044f5e3a97b80f729ea,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,16,article,7b55c22d062bd52e1cce5044f5e3a97b80f729ea,Exploring Lightweight Hierarchical Vision Transformers for Efficient Visual Tracking,exploring lightweight hierarchical vision transformers for efficient visual tracking,Ben Kang,Ben Kang and Xin Chen and D. Wang and Houwen Peng and Huchuan Lu,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.00881,2308.06904,7b55c22d062bd52e1cce5044f5e3a97b80f729ea,https://www.semanticscholar.org/paper/7b55c22d062bd52e1cce5044f5e3a97b80f729ea,https://doi.org/10.1109/iccv51070.2023.00881,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/kangben258/HiT,Block / layer reduction; Lightweight backbone design,"Block / layer reduction: shallow | Lightweight backbone design: edge device, lightweight","Transformer-based visual trackers have demonstrated significant progress owing to their superior modeling capabilities. However, existing trackers are hampered by low speed, limiting their applicability on devices with limited computational power. To alleviate this problem, we propose HiT, a new family of efficient tracking models that can run at high speed on different devices while retaining high performance. The central idea of HiT is the Bridge Module, which bridges the gap between modern lightweight transformers and the tracking framework. The Bridge Module incorporates the high-level information of deep features into the shallow large-resolution features. In this way, it produces better features for the tracking head. We also propose a novel dual-image position encoding technique that simultaneously encodes the position information of both the search region and template images. The HiT model achieves promising speed with competitive performance. For instance, it runs at 61 frames per second (fps) on the Nvidia Jetson AGX edge device. Furthermore, HiT attains 64.6% AUC on the LaSOT benchmark, surpassing all previous efficient trackers. Code and models are available at https://github.com/kangben258/HiT.",UNKNOWN,9578-9587,UNKNOWN
FARTrack:17:ecd9598308161557d6ac35b3e4d32770489e811d,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,17,article,ecd9598308161557d6ac35b3e4d32770489e811d,Adaptively Bypassing Vision Transformer Blocks for Efficient Visual Tracking,adaptively bypassing vision transformer blocks for efficient visual tracking,Xiangyang Yang,Xiangyang Yang and Dan Zeng and Xucheng Wang and You Wu and Hengzhou Ye and Qijun Zhao and Shuiwang Li,2024,Pattern Recognit.,10.48550/arxiv.2406.08037,2406.08037,ecd9598308161557d6ac35b3e4d32770489e811d,https://www.semanticscholar.org/paper/ecd9598308161557d6ac35b3e4d32770489e811d,https://doi.org/10.48550/arxiv.2406.08037,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/xyyang317/ABTrack,Pruning,Pruning: prun,"Empowered by transformer-based models, visual tracking has advanced significantly. However, the slow speed of current trackers limits their applicability on devices with constrained computational resources. To address this challenge, we introduce ABTrack, an adaptive computation framework that adaptively bypassing transformer blocks for efficient visual tracking. The rationale behind ABTrack is rooted in the observation that semantic features or relations do not uniformly impact the tracking task across all abstraction levels. Instead, this impact varies based on the characteristics of the target and the scene it occupies. Consequently, disregarding insignificant semantic features or relations at certain abstraction levels may not significantly affect the tracking accuracy. We propose a Bypass Decision Module (BDM) to determine if a transformer block should be bypassed, which adaptively simplifies the architecture of ViTs and thus speeds up the inference process. To counteract the time cost incurred by the BDMs and further enhance the efficiency of ViTs, we introduce a novel ViT pruning method to reduce the dimension of the latent representation of tokens in each transformer block. Extensive experiments on multiple tracking benchmarks validate the effectiveness and generality of the proposed method and show that it achieves state-of-the-art performance. Code is released at: https://github.com/xyyang317/ABTrack.",161,111278,UNKNOWN
FARTrack:18:cbeee2f7f03acb575f250e7b1857ceb775db98ec,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,18,article,cbeee2f7f03acb575f250e7b1857ceb775db98ec,SeqTrack: Sequence to Sequence Learning for Visual Object Tracking,seqtrack sequence to sequence learning for visual object tracking,Xin Chen,Xin Chen and Houwen Peng and Dong Wang and Huchuan Lu and Han Hu,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.01400,UNKNOWN,cbeee2f7f03acb575f250e7b1857ceb775db98ec,https://www.semanticscholar.org/paper/cbeee2f7f03acb575f250e7b1857ceb775db98ec,https://doi.org/10.1109/cvpr52729.2023.01400,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/microsoft/VideoX,Asymmetric template-search architecture; Autoregressive / sequence modeling; Training / loss redesign,"Asymmetric template-search architecture: siamese | Autoregressive / sequence modeling: autoregress, sequence learning, sequence to sequence, sequence-to-sequence | Training / loss redesign: loss function","In this paper, we present a new sequence-to-sequence learning framework for visual tracking, dubbed SeqTrack. It casts visual tracking as a sequence generation problem, which predicts object bounding boxes in an autoregressive fashion. This is different from prior Siamese trackers and transformer trackers, which rely on designing complicated head networks, such as classification and regression heads. SeqTrack only adopts a simple encoder-decoder transformer architecture. The encoder extracts visual features with a bidirectional transformer, while the decoder generates a sequence of bounding box values autoregressively with a causal transformer. The loss function is a plain cross-entropy. Such a sequence learning paradigm not only simplifies tracking framework, but also achieves competitive performance on benchmarks. For instance, SeqTrack gets 72.5% AUC on LaSOT, establishing a new state-of-the-art performance. Code and models are available at https://github.com/microsoft/VideoX.",UNKNOWN,14572-14581,UNKNOWN
FARTrack:19:b1434832195aa82ce5a141aeb9d3098186fd940f,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,19,article,b1434832195aa82ce5a141aeb9d3098186fd940f,Visual tracking with unified relation modeling and masked appearance learning,visual tracking with unified relation modeling and masked appearance learning,X. Gong,X. Gong and Yi Zhang and Yanli Liu,2025,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.108197,UNKNOWN,b1434832195aa82ce5a141aeb9d3098186fd940f,https://www.semanticscholar.org/paper/b1434832195aa82ce5a141aeb9d3098186fd940f,https://doi.org/10.1016/j.neunet.2025.108197,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Asymmetric template-search architecture; Temporal context / video-level memory; Relation / cross-attention modeling; Target-aware representation,Asymmetric template-search architecture: two-stream | Temporal context / video-level memory: inter-frame | Relation / cross-attention modeling: relation model | Target-aware representation: target-aware,"Recently, the Transformer-based tracking frameworks begin to prevail in visual tracking with huge success. However, both the two-stream and one-stream pipelines have some intrinsic flaws due to their structural characteristics. Under such case, a novel and effective visual tracker (dubbed RMATrack) is proposed in this paper. Firstly, a unified relation modeling scheme has been developed to realize flexible relation computation between the template and the search images. It selects the salient region of search image in a learnable manner and calculate the cross-relation between template and search images based on the state of the object (size, shape, disappear or not). Meanwhile, a target-aware representation learning method has been developed to extract the target-specific feature. Finally, to avoid the excessive reliance on the intra-frame spatial clues while ignoring the inter-frame temporal relations during the reconstruction process, a temporal reinforcement strategy is presented. Discarding partial spatial clues makes our tracker focus on the inter-frame temporal information so as to capture the appearance changes. Extensive experiments have been conducted on 5 mainstream datasets, in which our tracker has achieved appealing results among the state-of-the-art methods while meeting real-time demand.",195,108197,41145051
FARTrack:20:3aa6ded626de9cdd82890f13acb72b293727266e,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,20,article,3aa6ded626de9cdd82890f13acb72b293727266e,Implicit Motion State Modeling for Efficient and Effective Video-Level Object Tracking,implicit motion state modeling for efficient and effective video level object tracking,Xianxin Jia,Xianxin Jia and Zhiqiang Hou and Sugang Ma and Lei Pu,2026,Expert Syst. Appl.,10.1016/j.eswa.2026.132083,UNKNOWN,3aa6ded626de9cdd82890f13acb72b293727266e,https://www.semanticscholar.org/paper/3aa6ded626de9cdd82890f13acb72b293727266e,https://doi.org/10.1016/j.eswa.2026.132083,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Temporal context / video-level memory; Motion modeling,Temporal context / video-level memory: video-level | Motion modeling: motion,UNKNOWN,320,132083,UNKNOWN
FARTrack:21:44050bec6d80759a876ee1402fd36b566e04904b,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,21,article,44050bec6d80759a876ee1402fd36b566e04904b,SAMITE: Position Prompted SAM2 with Calibrated Memory for Visual Object Tracking,samite position prompted sam2 with calibrated memory for visual object tracking,Qianxiong Xu,Qianxiong Xu and Lanyun Zhu and Chenxi Liu and Guosheng Lin and Cheng Long and Ziyue Li and Rui Zhao,2025,ArXiv,10.48550/arxiv.2507.21732,2507.21732,44050bec6d80759a876ee1402fd36b566e04904b,https://www.semanticscholar.org/paper/44050bec6d80759a876ee1402fd36b566e04904b,https://doi.org/10.48550/arxiv.2507.21732,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/Sam1224/SAMITE,Autoregressive / sequence modeling; Temporal context / video-level memory; Template / target memory; Robustness / distractor handling,"Autoregressive / sequence modeling: autoregress | Temporal context / video-level memory: across frames | Template / target memory: memory bank | Robustness / distractor handling: distractor, occlusion","Visual Object Tracking (VOT) is widely used in applications like autonomous driving to continuously track targets in videos. Existing methods can be roughly categorized into template matching and autoregressive methods, where the former usually neglects the temporal dependencies across frames and the latter tends to get biased towards the object categories during training, showing weak generalizability to unseen classes. To address these issues, some methods propose to adapt the video foundation model SAM2 for VOT, where the tracking results of each frame would be encoded as memory for conditioning the rest of frames in an autoregressive manner. Nevertheless, existing methods fail to overcome the challenges of object occlusions and distractions, and do not have any measures to intercept the propagation of tracking errors. To tackle them, we present a SAMITE model, built upon SAM2 with additional modules, including: (1) Prototypical Memory Bank: We propose to quantify the feature-wise and position-wise correctness of each frame's tracking results, and select the best frames to condition subsequent frames. As the features of occluded and distracting objects are feature-wise and position-wise inaccurate, their scores would naturally be lower and thus can be filtered to intercept error propagation; (2) Positional Prompt Generator: To further reduce the impacts of distractors, we propose to generate positional mask prompts to provide explicit positional clues for the target, leading to more accurate tracking. Extensive experiments have been conducted on six benchmarks, showing the superiority of SAMITE. The code is available at https://github.com/Sam1224/SAMITE.",abs/2507.21732,UNKNOWN,UNKNOWN
FARTrack:22:fc413b5316463b7467aa4a39a40208247f7f8842,FARTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-FARTrack%3A-Fast-Autoregressive-Visual-Tracking-with-High-Performance.bib,22,article,fc413b5316463b7467aa4a39a40208247f7f8842,FSTrack: Visual tracking with feature fusion and adaptive selection,fstrack visual tracking with feature fusion and adaptive selection,Jian Shi,Jian Shi and Yang Yu and Bin Hui and Junze Shi and Haibo Luo,2025,Expert Syst. Appl.,10.1016/j.eswa.2025.129895,UNKNOWN,fc413b5316463b7467aa4a39a40208247f7f8842,https://www.semanticscholar.org/paper/fc413b5316463b7467aa4a39a40208247f7f8842,https://doi.org/10.1016/j.eswa.2025.129895,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Relation / cross-attention modeling,Relation / cross-attention modeling: feature fusion,UNKNOWN,298,129895,UNKNOWN
